Switch;ID_Object;Nbr;IP;ID_Ring;ID_Equipment;Serial;MAC;ID_VLAN;ID_SFP ‰Îˇ 25 ÔÓÚ‡;ID_SFP ‰Îˇ 26 ÔÓÚ‡;InService;ID_TipPort ‰Îˇ 25 ÔÓÚ‡;ID_TipPort ‰Îˇ 26 ÔÓÚ‡;Switch ‰Îˇ LLDP 25 ÔÓÚ‡;Switch ‰Îˇ LLDP 26 ÔÓÚ‡;Proverka_NameSwitch;Data_oprosa_LLDP;Nomer_v_kolce;Port_na_DS;Port_DS_des
MDU_BRD00129_1024_1;MDU_BRD00129_1024;1;10.207.129.36;102;D-Link DES-3200-26;PVHQ1A7011444;1C-BD-B9-EC-11-A0;4;;;»—“»Õ¿;F;F;MDU_BRD00129_1023_1;MDU_BRD00129_1025_1;MDU_BRD00129_1024_1;05.02.2015;5;;
MDU_BRD00129_1025_1;MDU_BRD00129_1025;1;10.207.129.37;102;D-Link DES-3200-26;PVHQ1A7011442;1C-BD-B9-EC-1A-C0;5;;;»—“»Õ¿;C;F;MDU_BRD00129_1025_2;MDU_BRD00129_1024_1;MDU_BRD00129_1025_1;05.02.2015;4;;
MDU_BRD00129_1025_2;MDU_BRD00129_1025;2;10.207.129.40;102;Huawei Quidway S2326;21023513666TB9007647;5489-98af-3c5b;8;;;»—“»Õ¿;F;C;MDU_BRD00129_1026_2;MDU_BRD00129_1025_1;MDU_BRD00129_1025_2;06.02.2015;3;;
MDU_BRD00129_1026_1;MDU_BRD00129_1026;1;10.207.129.38;102;D-Link DES-3200-26;PVHQ1A7011445;1C-BD-B9-EC-11-00;6;;;»—“»Õ¿;C;F;MDU_BRD00129_1026_2;ds1-zap788;MDU_BRD00129_1026_1;05.02.2015;1;;102
MDU_BRD00129_1026_2;MDU_BRD00129_1026;2;10.207.129.15;102;Huawei Quidway S2326;2102351366DME7001119;04f9-38c8-4a67;1;;;»—“»Õ¿;F;C;MDU_BRD00129_1025_2;MDU_BRD00129_1026_1;MDU_BRD00129_1026_2;06.02.2015;2;2;
MDU_BRD00129_1031_1;MDU_BRD00129_1031;1;10.207.129.49;103;D-Link DES-3200-26;PVHQ1A7011929;1C-BD-B9-EC-61-40;1;;;»—“»Õ¿;C;Down;MDU_BRD00129_1031_2;ds1-zap788;MDU_BRD00129_1031_1;05.02.2015;1;;103
MDU_BRD00129_1031_2;MDU_BRD00129_1031;2;10.207.129.110;103;D-Link DES-3200-26;PVHQ1A7011432;1C-BD-B9-EC-1E-40;9;;;»—“»Õ¿;F;C;MDU_BRD00129_1032_1;MDU_BRD00129_1031_1;MDU_BRD00129_1031_2;05.02.2015;2;;
MDU_BRD00129_1032_1;MDU_BRD00129_1032;1;10.207.129.50;103;Huawei Quidway S2326;21023513666TD1008978;dcd2-fc59-270e;2;;;»—“»Õ¿;F;C;MDU_BRD00129_1031_2;MDU_BRD00129_1032_2;MDU_BRD00129_1032_1;06.02.2015;3;;
MDU_BRD00129_1032_2;MDU_BRD00129_1032;2;10.207.129.10;103;Huawei Quidway S2326;21023513666TD2000936;dcd2-fc5c-c266;8;;;»—“»Õ¿;C;F;MDU_BRD00129_1032_1;MDU_BRD00129_1033_2;MDU_BRD00129_1032_2;06.02.2015;4;;
MDU_BRD00129_1033_1;MDU_BRD00129_1033;1;10.207.129.51;103;Huawei Quidway S2326;21023513666TCB010207;1047-8010-1905;3;;;»—“»Õ¿;F;C;MDU_BRD00129_1034_1;MDU_BRD00129_1033_2;MDU_BRD00129_1033_1;06.02.2015;6;;
MDU_BRD00129_1033_2;MDU_BRD00129_1033;2;10.207.129.12;103;Huawei Quidway S2326;21023513666TD1009832;dcd2-fc59-2a64;7;;;»—“»Õ¿;C;F;MDU_BRD00129_1033_1;MDU_BRD00129_1032_2;MDU_BRD00129_1033_2;06.02.2015;5;;
MDU_BRD00129_1034_1;MDU_BRD00129_1034;1;10.207.129.52;103;D-Link DES-3200-26;PVHQ1A7011926;1C-BD-B9-EB-3F-20;4;;;»—“»Õ¿;F;F;MDU_BRD00129_1035_1;MDU_BRD00129_1033_1;MDU_BRD00129_1034_1;05.02.2015;7;;
MDU_BRD00129_1035_1;MDU_BRD00129_1035;1;10.207.129.53;103;D-Link DES-3200-26;PVHQ1A7011440;1C-BD-B9-EB-31-E0;5;;;»—“»Õ¿;F;F;MDU_BRD00129_1034_1;MDU_BRD00129_1036_1;MDU_BRD00129_1035_1;05.02.2015;8;;
MDU_BRD00129_1036_1;MDU_BRD00129_1036;1;10.207.129.54;103;D-Link DES-3200-26;PVHQ1A7011931;1C-BD-B9-EC-70-A0;6;;;»—“»Õ¿;C;F;MDU_BRD00129_1036_2;MDU_BRD00129_1035_1;MDU_BRD00129_1036_1;05.02.2015;9;;103
MDU_BRD00129_1036_2;MDU_BRD00129_1036;2;10.207.129.249;103;Huawei Quidway S2326;2102351366DME6004454;5439-df2b-d16e;10;;;»—“»Õ¿;F;C;ds2-zap788;MDU_BRD00129_1036_1;MDU_BRD00129_1036_2;06.02.2015;10;1;103
MDU_BRD00129_2001_1;MDU_BRD00129_2001;1;10.207.129.65;200;D-Link DES-3200-26;PVHQ1A7011946;1C-BD-B9-EC-10-60;1;;;»—“»Õ¿;F;C;ds1-zap788;MDU_BRD00129_2001_2;MDU_BRD00129_2001_1;05.02.2015;1;25;200
MDU_BRD00129_2001_2;MDU_BRD00129_2001;2;10.207.129.108;200;Huawei Quidway S2326;21023513666TD2001613;dcd2-fc64-d373;8;;;»—“»Õ¿;C;F;MDU_BRD00129_2001_1;MDU_BRD00129_2002_1;MDU_BRD00129_2001_2;06.02.2015;2;;
MDU_BRD00129_2002_1;MDU_BRD00129_2002;1;10.207.129.66;200;D-Link DES-3200-26;PVHQ1A7011947;1C-BD-B9-EC-10-40;2;;;»—“»Õ¿;F;F;MDU_BRD00129_2001_2;MDU_BRD00129_2003_1;MDU_BRD00129_2002_1;05.02.2015;3;;
MDU_BRD00129_2003_1;MDU_BRD00129_2003;1;10.207.129.67;200;Huawei Quidway S2326;2102351366DME1006297;5439-df0f-8e80;3;;;»—“»Õ¿;F;F;MDU_BRD00129_2004_1;MDU_BRD00129_2002_1;MDU_BRD00129_2003_1;06.02.2015;4;;
MDU_BRD00129_2004_1;MDU_BRD00129_2004;1;10.207.129.68;200;D-Link DES-3200-26;PVHQ1A7011949;1C-BD-B9-EC-33-60;4;;;»—“»Õ¿;F;C;MDU_BRD00129_2003_1;MDU_BRD00129_2004_2;MDU_BRD00129_2004_1;05.02.2015;5;;
MDU_BRD00129_2004_2;MDU_BRD00129_2004;2;10.207.129.73;200;Huawei Quidway S2326;2102351366DME7001777;04f9-38c9-7cc3;9;;;»—“»Õ¿;C;F;MDU_BRD00129_2004_1;MDU_BRD00129_2007_1;MDU_BRD00129_2004_2;06.02.2015;6;;
MDU_BRD00129_2005_1;MDU_BRD00129_2005;1;10.207.129.70;200;Huawei Quidway S2326;21023513666TB8005868;80fb-06d0-2093;6;;;»—“»Õ¿;F;F;MDU_BRD00129_2006_1;ds2-zap788;MDU_BRD00129_2005_1;06.02.2015;10;2;200
MDU_BRD00129_2006_1;MDU_BRD00129_2006;1;10.207.129.71;200;Huawei Quidway S2326;21023513666TB8005541;80fb-06d0-1fb0;7;;;»—“»Õ¿;F;F;MDU_BRD00129_2007_2;MDU_BRD00129_2005_1;MDU_BRD00129_2006_1;06.02.2015;9;;
MDU_BRD00129_2007_1;MDU_BRD00129_2007;1;10.207.129.69;200;D-Link DES-3200-26;PVHQ1A7011950;1C-BD-B9-EB-3B-80;5;;;»—“»Õ¿;F;C;MDU_BRD00129_2004_2;MDU_BRD00129_2007_2;MDU_BRD00129_2007_1;05.02.2015;7;;
MDU_BRD00129_2007_2;MDU_BRD00129_2007;2;10.207.129.13;200;Huawei Quidway S2326;2102351366DME7000707;04f9-38c8-4801;10;;;»—“»Õ¿;C;F;MDU_BRD00129_2007_1;MDU_BRD00129_2006_1;MDU_BRD00129_2007_2;06.02.2015;8;;
MDU_BRD00129_2011_1;MDU_BRD00129_2011;1;10.207.129.81;201;D-Link DES-3200-26;PVHQ1A7011956;1C-BD-B9-EB-3B-20;1;;;»—“»Õ¿;F;F;MDU_BRD00129_2012_2;ds1-zap788;MDU_BRD00129_2011_1;05.02.2015;1;26;201
MDU_BRD00129_2012_1;MDU_BRD00129_2012;1;10.207.129.82;201;D-Link DES-3200-26;PVHQ1A7011930;1C-BD-B9-EB-3E-40;2;;;»—“»Õ¿;C;F;MDU_BRD00129_2012_2;MDU_BRD00129_2015_2;MDU_BRD00129_2012_1;05.02.2015;3;;
MDU_BRD00129_2012_2;MDU_BRD00129_2012;2;10.207.129.16;201;Huawei Quidway S2326;2102351366DME7008173;04f9-38ce-0d2e;11;;;»—“»Õ¿;F;C;MDU_BRD00129_2011_1;MDU_BRD00129_2012_1;MDU_BRD00129_2012_2;06.02.2015;2;;
MDU_BRD00129_2013_1;MDU_BRD00129_2013;1;10.207.129.83;201;D-Link DES-3200-26;PVHQ1A7011957;1C-BD-B9-EB-3E-A0;3;;;»—“»Õ¿;F;C;MDU_BRD00129_2015_1;MDU_BRD00129_2013_2;MDU_BRD00129_2013_1;05.02.2015;6;;
MDU_BRD00129_2013_2;MDU_BRD00129_2013;2;10.207.129.96;201;Huawei Quidway S2326;21023513666TCB006526;1047-800e-e1a0;8;;;»—“»Õ¿;C;F;MDU_BRD00129_2013_1;MDU_BRD00129_2016_1;MDU_BRD00129_2013_2;06.02.2015;7;;
MDU_BRD00129_2014_1;MDU_BRD00129_2014;1;10.207.129.84;201;D-Link DES-3200-26;PVHQ1A7011958;1C-BD-B9-EC-64-40;4;;;»—“»Õ¿;C;F;MDU_BRD00129_2014_2;ds2-zap788;MDU_BRD00129_2014_1;05.02.2015;11;26;201
MDU_BRD00129_2014_2;MDU_BRD00129_2014;2;10.207.129.104;201;Huawei Quidway S2326;21023513666TD1008087;dcd2-fc59-2393;10;;;»—“»Õ¿;F;C;MDU_BRD00129_2016_2;MDU_BRD00129_2014_1;MDU_BRD00129_2014_2;06.02.2015;10;;
MDU_BRD00129_2015_1;MDU_BRD00129_2015;1;10.207.129.85;201;Huawei Quidway S2326;21023513666TB8005899;80fb-06d0-20b2;5;;;»—“»Õ¿;F;C;MDU_BRD00129_2013_1;MDU_BRD00129_2015_2;MDU_BRD00129_2015_1;06.02.2015;5;;
MDU_BRD00129_2015_2;MDU_BRD00129_2015;2;10.207.129.11;201;D-Link DES-3200-26;PVHQ1A9012720;F0-7D-68-33-B2-00;7;;;»—“»Õ¿;C;F;MDU_BRD00129_2015_1;MDU_BRD00129_2012_1;MDU_BRD00129_2015_2;05.02.2015;4;;
MDU_BRD00129_2016_1;MDU_BRD00129_2016;1;10.207.129.86;201;Huawei Quidway S2326;21023513666TB8005209;80fb-06cf-f928;6;;;»—“»Õ¿;C;F;MDU_BRD00129_2016_2;MDU_BRD00129_2013_2;MDU_BRD00129_2016_1;06.02.2015;8;;
MDU_BRD00129_2016_2;MDU_BRD00129_2016;2;10.207.129.150;201;Huawei Quidway S2326;21023513666TCB010208;1047-8010-1906;9;;;»—“»Õ¿;F;C;MDU_BRD00129_2014_2;MDU_BRD00129_2016_1;MDU_BRD00129_2016_2;06.02.2015;9;;
MDU_BRD00129_2021_1;MDU_BRD00129_2021;1;10.207.129.97;202;D-Link DES-3200-26;PVHQ1A7011959;1C-BD-B9-EC-0F-A0;1;;;»—“»Õ¿;F;F;ds1-zap788;MDU_BRD00129_2022_1;MDU_BRD00129_2021_1;05.02.2015;1;25;202
MDU_BRD00129_2022_1;MDU_BRD00129_2022;1;10.207.129.98;202;D-Link DES-3200-26;PVHQ1A7011960;1C-BD-B9-EC-33-80;2;;;»—“»Õ¿;F;F;MDU_BRD00129_2023_1;MDU_BRD00129_2021_1;MDU_BRD00129_2022_1;05.02.2015;2;;
MDU_BRD00129_2023_1;MDU_BRD00129_2023;1;10.207.129.99;202;D-Link DES-3200-26;PVHQ1A7011451;1C-BD-B9-EB-19-00;3;;;»—“»Õ¿;F;F;MDU_BRD00129_2024_1;MDU_BRD00129_2022_1;MDU_BRD00129_2023_1;05.02.2015;3;;
MDU_BRD00129_2024_1;MDU_BRD00129_2024;1;10.207.129.100;202;D-Link DES-3200-26;PVHQ1A7011452;1C-BD-B9-EC-11-20;4;;;»—“»Õ¿;F;F;MDU_BRD00129_2023_1;MDU_BRD00129_2025_2;MDU_BRD00129_2024_1;05.02.2015;4;;
MDU_BRD00129_2025_1;MDU_BRD00129_2025;1;10.207.129.101;202;D-Link DES-3200-26;PVHQ1A7011458;1C-BD-B9-EB-16-00;5;;;»—“»Õ¿;C;F;MDU_BRD00129_2025_2;ds2-zap788;MDU_BRD00129_2025_1;05.02.2015;6;26;202
MDU_BRD00129_2025_2;MDU_BRD00129_2025;2;10.207.129.87;202;Huawei Quidway S2326;21023513666TB9004446;5489-9828-28c7;6;;;»—“»Õ¿;C;F;MDU_BRD00129_2025_1;MDU_BRD00129_2024_1;MDU_BRD00129_2025_2;06.02.2015;5;;
MDU_BRD00129_2031_1;MDU_BRD00129_2031;1;10.207.129.113;203;D-Link DES-3200-26;PVHQ1A7011459;1C-BD-B9-EB-15-E0;1;;;»—“»Õ¿;F;F;ds1-zap788;MDU_BRD00129_2032_1;MDU_BRD00129_2031_1;05.02.2015;1;25;203
MDU_BRD00129_2032_1;MDU_BRD00129_2032;1;10.207.129.114;203;D-Link DES-3200-26;PVHQ1A7011460;1C-BD-B9-EB-2F-80;2;;;»—“»Õ¿;F;F;MDU_BRD00129_2031_1;MDU_BRD00129_2033_1;MDU_BRD00129_2032_1;05.02.2015;2;;
MDU_BRD00129_2033_1;MDU_BRD00129_2033;1;10.207.129.115;203;D-Link DES-3200-26;PVHQ1A7011461;1C-BD-B9-EB-32-20;3;;;»—“»Õ¿;F;F;MDU_BRD00129_2032_1;MDU_BRD00129_2034_1;MDU_BRD00129_2033_1;05.02.2015;3;;
MDU_BRD00129_2034_1;MDU_BRD00129_2034;1;10.207.129.116;203;D-Link DES-3200-26;PVHQ1A7011462;1C-BD-B9-EC-11-C0;4;;;»—“»Õ¿;F;F;MDU_BRD00129_2033_1;MDU_BRD00129_2035_1;MDU_BRD00129_2034_1;05.02.2015;4;;
MDU_BRD00129_2035_1;MDU_BRD00129_2035;1;10.207.129.117;203;D-Link DES-3200-26;PVHQ1A7011454;1C-BD-B9-EC-11-40;5;;;»—“»Õ¿;F;F;MDU_BRD00129_2034_1;ds2-zap788;MDU_BRD00129_2035_1;05.02.2015;5;26;203
MDU_BRD00129_2041_1;MDU_BRD00129_2041;1;10.207.129.129;204;D-Link DES-3200-26;PVHQ1A7011464;1C-BD-B9-EB-2F-A0;1;;;»—“»Õ¿;F;C;ds1-zap788;MDU_BRD00129_2041_2;MDU_BRD00129_2041_1;05.02.2015;1;25;204
MDU_BRD00129_2041_2;MDU_BRD00129_2041;2;10.207.129.107;204;Huawei Quidway S2326;21023513666TD1008028;dcd2-fc59-2358;8;;;»—“»Õ¿;C;F;MDU_BRD00129_2041_1;MDU_BRD00129_2042_2;MDU_BRD00129_2041_2;06.02.2015;2;;
MDU_BRD00129_2042_1;MDU_BRD00129_2042;1;10.207.129.130;204;D-Link DES-3200-26;PVHQ1A7011932;1C-BD-B9-EC-61-A0;2;;;»—“»Õ¿;F;C;MDU_BRD00129_2043_1;MDU_BRD00129_2042_2;MDU_BRD00129_2042_1;05.02.2015;4;;
MDU_BRD00129_2042_2;MDU_BRD00129_2042;2;10.207.129.135;204;Huawei Quidway S2326;21023513666TD3002448;dcd2-fc6c-6ec8;9;;;»—“»Õ¿;C;F;MDU_BRD00129_2042_1;MDU_BRD00129_2041_2;MDU_BRD00129_2042_2;06.02.2015;3;;
MDU_BRD00129_2043_1;MDU_BRD00129_2043;1;10.207.129.131;204;D-Link DES-3200-26;PVHQ1A7011465;1C-BD-B9-EC-12-40;3;;;»—“»Õ¿;F;F;MDU_BRD00129_2044_1;MDU_BRD00129_2042_1;MDU_BRD00129_2043_1;05.02.2015;5;;
MDU_BRD00129_2044_1;MDU_BRD00129_2044;1;10.207.129.132;204;D-Link DES-3200-26;PVHQ1A7011431;1C-BD-B9-EC-1D-E0;4;;;»—“»Õ¿;F;C;MDU_BRD00129_2043_1;MDU_BRD00129_2044_2;MDU_BRD00129_2044_1;05.02.2015;6;;
MDU_BRD00129_2044_2;MDU_BRD00129_2044;2;10.207.129.89;204;Huawei Quidway S2326;21023513666TCB007635;1047-800e-e5f5;7;;;»—“»Õ¿;C;F;MDU_BRD00129_2044_1;MDU_BRD00129_2045_1;MDU_BRD00129_2044_2;06.02.2015;7;;
MDU_BRD00129_2045_1;MDU_BRD00129_2045;1;10.207.129.133;204;D-Link DES-3200-26;PVHQ1A7011448;1C-BD-B9-EC-1D-80;5;;;»—“»Õ¿;F;F;MDU_BRD00129_2044_2;MDU_BRD00129_2046_1;MDU_BRD00129_2045_1;05.02.2015;8;;
MDU_BRD00129_2046_1;MDU_BRD00129_2046;1;10.207.129.134;204;D-Link DES-3200-26;PVHQ1A7011438;1C-BD-B9-EC-50-20;6;;;»—“»Õ¿;F;F;MDU_BRD00129_2045_1;ds2-zap788;MDU_BRD00129_2046_1;05.02.2015;9;26;204
MDU_BRD00129_2051_1;MDU_BRD00129_2051;1;10.207.129.145;205;D-Link DES-3200-26;PVHQ1A7011446;1C-BD-B9-EB-F7-40;1;;;»—“»Õ¿;F;F;ds1-zap788;MDU_BRD00129_2052_1;MDU_BRD00129_2051_1;05.02.2015;1;25;205
MDU_BRD00129_2052_1;MDU_BRD00129_2052;1;10.207.129.146;205;D-Link DES-3200-26;PVHQ1A7011447;1C-BD-B9-EC-50-40;2;;;»—“»Õ¿;F;F;MDU_BRD00129_2051_1;MDU_BRD00129_2053_1;MDU_BRD00129_2052_1;05.02.2015;2;;
MDU_BRD00129_2053_1;MDU_BRD00129_2053;1;10.207.129.147;205;D-Link DES-3200-26;PVHQ1A7011935;1C-BD-B9-EC-10-A0;3;;;»—“»Õ¿;C;F;MDU_BRD00129_2053_2;MDU_BRD00129_2052_1;MDU_BRD00129_2053_1;05.02.2015;3;;
MDU_BRD00129_2053_2;MDU_BRD00129_2053;2;10.207.129.72;205;Huawei Quidway S2326;2102351366DME6007862;04f9-38c6-fc51;8;;;»—“»Õ¿;F;C;MDU_BRD00129_2054_1;MDU_BRD00129_2053_1;MDU_BRD00129_2053_2;06.02.2015;4;;
MDU_BRD00129_2054_1;MDU_BRD00129_2054;1;10.207.129.148;205;D-Link DES-3200-26;PVHQ1A7011433;1C-BD-B9-EB-18-80;4;;;»—“»Õ¿;C;F;MDU_BRD00129_2054_2;MDU_BRD00129_2053_2;MDU_BRD00129_2054_1;05.02.2015;5;;
MDU_BRD00129_2054_2;MDU_BRD00129_2054;2;10.207.129.7;205;Huawei Quidway S2326;21023513666TD2000976;dcd2-fc5c-c28e;7;;;»—“»Õ¿;F;C;MDU_BRD00129_2055_2;MDU_BRD00129_2054_1;MDU_BRD00129_2054_2;06.02.2015;6;;
MDU_BRD00129_2055_1;MDU_BRD00129_2055;1;10.207.129.149;205;D-Link DES-3200-26;PVHQ1A7011429;1C-BD-B9-EB-31-40;5;;;»—“»Õ¿;C;F;MDU_BRD00129_2055_2;ds2-zap788;MDU_BRD00129_2055_1;05.02.2015;8;26;205
MDU_BRD00129_2055_2;MDU_BRD00129_2055;2;10.207.129.245;205;Huawei Quidway S2326;21023513666TB7014992;80fb-066b-bee4;6;;;»—“»Õ¿;F;C;MDU_BRD00129_2054_2;MDU_BRD00129_2055_1;MDU_BRD00129_2055_2;06.02.2015;7;;
MDU_BRD00129_3001_1;MDU_BRD00129_3001;1;10.207.129.161;300;D-Link DES-3200-26;PVHQ1A7011434;1C-BD-B9-EB-31-60;1;;;»—“»Õ¿;F;F;ds1-zap788;MDU_BRD00129_3002_2;MDU_BRD00129_3001_1;05.02.2015;1;25;300
MDU_BRD00129_3002_1;MDU_BRD00129_3002;1;10.207.129.162;300;D-Link DES-3200-26;PVHQ1A7011435;1C-BD-B9-EB-18-E0;2;;;»—“»Õ¿;F;C;MDU_BRD00129_3003_1;MDU_BRD00129_3002_2;MDU_BRD00129_3002_1;05.02.2015;3;;
MDU_BRD00129_3002_2;MDU_BRD00129_3002;2;10.207.129.14;300;Huawei Quidway S2326;2102351366DME7001162;04f9-38c8-4a92;6;;;»—“»Õ¿;C;F;MDU_BRD00129_3002_1;MDU_BRD00129_3001_1;MDU_BRD00129_3002_2;06.02.2015;2;;
MDU_BRD00129_3003_1;MDU_BRD00129_3003;1;10.207.129.163;300;D-Link DES-3200-26;PVHQ1A7011426;1C-BD-B9-EB-18-C0;3;;;»—“»Õ¿;F;F;MDU_BRD00129_3002_1;MDU_BRD00129_3004_1;MDU_BRD00129_3003_1;05.02.2015;4;;
MDU_BRD00129_3004_1;MDU_BRD00129_3004;1;10.207.129.164;300;D-Link DES-3200-26;PVHQ1A7011430;1C-BD-B9-EC-50-A0;5;;;»—“»Õ¿;C;F;MDU_BRD00129_3004_2;MDU_BRD00129_3003_1;MDU_BRD00129_3004_1;05.02.2015;5;;
MDU_BRD00129_3004_2;MDU_BRD00129_3004;2;10.207.129.91;300;Huawei Quidway S2326;21023513666TCB007732;1047-800e-e656;4;;;»—“»Õ¿;F;C;ds2-zap788;MDU_BRD00129_3004_1;MDU_BRD00129_3004_2;06.02.2015;6;1;300
MDU_BRD00129_3011_1;MDU_BRD00129_3011;1;10.207.129.177;301;D-Link DES-3200-26;PVHQ1A7015431;1C-BD-B9-ED-EC-C0;9;;;»—“»Õ¿;F;F;MDU_BRD00129_3012_2;ds1-zap788;MDU_BRD00129_3011_1;05.02.2015;1;26;301
MDU_BRD00129_3011_2;MDU_BRD00129_3011;2;10.207.129.20;301;Huawei Quidway S2326;2102351366DME7006720;;1;;;»—“»Õ¿;;;;;;;;;
MDU_BRD00129_3012_1;MDU_BRD00129_3012;1;10.207.129.178;301;Huawei Quidway S2326;21023513666TB7027226;80fb-06c1-0ece;2;;;»—“»Õ¿;F;C;MDU_BRD00129_3013_1;MDU_BRD00129_3012_2;MDU_BRD00129_3012_1;06.02.2015;3;;
MDU_BRD00129_3012_2;MDU_BRD00129_3012;2;10.207.129.109;301;Huawei Quidway S2326;21023513666TD2002539;dcd2-fc67-6001;7;;;»—“»Õ¿;C;F;MDU_BRD00129_3012_1;MDU_BRD00129_3011_1;MDU_BRD00129_3012_2;06.02.2015;2;;
MDU_BRD00129_3013_1;MDU_BRD00129_3013;1;10.207.129.179;301;Huawei Quidway S2326;21023513666TB9005834;5489-98a5-a129;3;;;»—“»Õ¿;F;C;MDU_BRD00129_3012_1;MDU_BRD00129_3013_2;MDU_BRD00129_3013_1;06.02.2015;4;;
MDU_BRD00129_3013_2;MDU_BRD00129_3013;2;10.207.129.9;301;Huawei Quidway S2326;21023513666TC7003289;0046-4bc9-892e;8;;;»—“»Õ¿;C;F;MDU_BRD00129_3013_1;MDU_BRD00129_3014_1;MDU_BRD00129_3013_2;06.02.2015;5;;
MDU_BRD00129_3014_1;MDU_BRD00129_3014;1;10.207.129.180;301;D-Link DES-3200-26;PVHQ1A7015434;1C-BD-B9-EE-48-C0;4;;;»—“»Õ¿;C;F;MDU_BRD00129_3014_2;MDU_BRD00129_3013_2;MDU_BRD00129_3014_1;05.02.2015;6;;
MDU_BRD00129_3014_2;MDU_BRD00129_3014;2;10.207.129.95;301;Huawei Quidway S2326;21023513666TCB008802;1047-800e-ea84;6;;;»—“»Õ¿;F;C;MDU_BRD00129_3015_1;MDU_BRD00129_3014_1;MDU_BRD00129_3014_2;06.02.2015;7;;
MDU_BRD00129_3015_1;MDU_BRD00129_3015;1;10.207.129.181;301;D-Link DES-3200-26;PVHQ1A7015435;1C-BD-B9-EE-10-80;5;;;»—“»Õ¿;F;F;ds2-zap788;MDU_BRD00129_3014_2;MDU_BRD00129_3015_1;05.02.2015;8;25;301
MDU_BRD00129_3021_1;MDU_BRD00129_3021;1;10.207.129.193;302;D-Link DES-3200-26;PVHQ1A7015446;1C-BD-B9-EE-48-20;12;;;»—“»Õ¿;F;F;MDU_BRD00129_3022_2;ds1-zap788;MDU_BRD00129_3021_1;05.02.2015;1;26;302
MDU_BRD00129_3022_1;MDU_BRD00129_3022;1;10.207.129.194;302;D-Link DES-3200-26;PVHQ1A7015447;1C-BD-B9-EE-10-A0;2;;;»—“»Õ¿;C;F;MDU_BRD00129_3022_2;MDU_BRD00129_3023_1;MDU_BRD00129_3022_1;05.02.2015;3;;
MDU_BRD00129_3022_2;MDU_BRD00129_3022;2;10.207.129.246;302;Huawei Quidway S2326;21023513666TB6004710;0819-a6de-7f4c;7;;;»—“»Õ¿;C;F;MDU_BRD00129_3022_1;MDU_BRD00129_3021_1;MDU_BRD00129_3022_2;06.02.2015;2;;
MDU_BRD00129_3023_1;MDU_BRD00129_3023;1;10.207.129.195;302;D-Link DES-3200-26;PVHQ1A7011425;1C-BD-B9-EB-31-80;3;;;»—“»Õ¿;C;F;MDU_BRD00129_3023_2;MDU_BRD00129_3022_1;MDU_BRD00129_3023_1;05.02.2015;4;;
MDU_BRD00129_3023_2;MDU_BRD00129_3023;2;10.207.129.102;302;Huawei Quidway S2326;21023513666TD1006878;dcd2-fc56-2f57;11;;;»—“»Õ¿;F;C;MDU_BRD00129_3024_2;MDU_BRD00129_3023_1;MDU_BRD00129_3023_2;06.02.2015;5;;
MDU_BRD00129_3024_1;MDU_BRD00129_3024;1;10.207.129.196;302;D-Link DES-3200-26;PVHQ1A7015448;1C-BD-B9-EE-10-40;4;;;»—“»Õ¿;F;C;MDU_BRD00129_3026_3;MDU_BRD00129_3024_2;MDU_BRD00129_3024_1;05.02.2015;7;;
MDU_BRD00129_3024_2;MDU_BRD00129_3024;2;10.207.129.94;302;Huawei Quidway S2326;21023513666TCB008627;1047-800e-e9d5;10;;;»—“»Õ¿;C;F;MDU_BRD00129_3024_1;MDU_BRD00129_3023_2;MDU_BRD00129_3024_2;06.02.2015;6;;
MDU_BRD00129_3025_1;MDU_BRD00129_3025;1;10.207.129.197;302;D-Link DES-3200-26;PVHQ1A7011441;1C-BD-B9-EC-1A-80;5;;;»—“»Õ¿;C;F;MDU_BRD00129_3025_2;ds2-zap788;MDU_BRD00129_3025_1;05.02.2015;12;26;302
MDU_BRD00129_3025_2;MDU_BRD00129_3025;2;10.207.129.90;302;Huawei Quidway S2326;21023513666TCB007320;1047-800e-e4ba;9;;;»—“»Õ¿;F;C;MDU_BRD00129_3026_1;MDU_BRD00129_3025_1;MDU_BRD00129_3025_2;06.02.2015;11;;
MDU_BRD00129_3026_1;MDU_BRD00129_3026;1;10.207.129.198;302;Huawei Quidway S2326;21023513666TB8005875;80fb-06d0-209a;6;;;»—“»Õ¿;F;C;MDU_BRD00129_3025_2;MDU_BRD00129_3026_2;MDU_BRD00129_3026_1;06.02.2015;10;;
MDU_BRD00129_3026_2;MDU_BRD00129_3026;2;10.207.129.29;302;Huawei Quidway S2326;21023513666TB9007625;5489-98af-3c45;8;;;»—“»Õ¿;C;C;MDU_BRD00129_3026_1;MDU_BRD00129_3026_3;MDU_BRD00129_3026_2;06.02.2015;9;;
MDU_BRD00129_3026_3;MDU_BRD00129_3026;3;10.207.129.8;302;Huawei Quidway S2326;2102351366DME7002917;04f9-38c9-e2f1;13;;;»—“»Õ¿;C;F;MDU_BRD00129_3026_2;MDU_BRD00129_3024_1;MDU_BRD00129_3026_3;06.02.2015;8;;
MDU_BRD00129_3031_1;MDU_BRD00129_3031;1;10.207.129.209;303;D-Link DES-3200-26;PVHQ1A7015449;1C-BD-B9-ED-7A-40;1;;;»—“»Õ¿;F;C;ds1-zap788;MDU_BRD00129_3031_2;MDU_BRD00129_3031_1;05.02.2015;1;25;303
